ANCAP Rating,BADGE,BODY TYPE,CO² EMISSIONS,,SERIES,EXTERIOR COLOUR,COMMENTS,CYLINDERS,DOORS,DRIVE TYPE,ENGINE,FUEL ECONOMY,FUEL ECONOMY (City) ,FUEL ECONOMY (Combined),FUEL ECONOMY (Highway),FUEL TYPE,,GEARS,GREEN STAR RATING,GREENHOUSE Rating,INDUCTION TYPE,INTERIOR COLOUR,LINK,MAKE,MODEL,ODOMETER,PRICE,REGO,REGO EXPIRY,SERIES,SEATS,TOWING CAPACITY (braked),TRANSMISSION,VIN,,YEAR,TITLE,GROSS COMBINATION MASS,GROSS VEHICLE MASS,WHEEL BASE,HEIGHT,LENGTH,WIDTH,KERB WEIGHT,TARE MASS,PAY LOAD,TRACK FRONT,TRACK REAR,TOWING CAPACITY (UNBRAKED),GEAR TYPE,GEAR LOCATION,ENGINE SIZE (CC),CAMSHAFT,ENGINE TYPE,POWER,POWER RPM TO,TORQUE,TORQUE RPM FROM,TORQUE RPM TO,ENGINE NUMBER,ENGINE CODE,VALVES PER CYLINDER,ENGINE CYCLE,VEHICLE TYPE,ENGINE CONFIGURATION,ENGINE LOCATION,COMPRESSION RATIO,FUEL CAPACITY,FUEL DELIVERY,METHOD OF DELIVERY,CO2 COMBINED,CO2 URBAN,CO2 EXTRA URBAN,STEERING DESCRIPTION,FRONT TYRE SIZE,REAR TYRE SIZE,FRONT RIM DESCRIPTION,REAR RIM DESCRIPTION,RIMS,WARRANTY IN YEARS FROM FIRST REGISTRATION,WARRANTY IN KM,FIRST SERVICE DUE IN KM,FIRST SERVICE DUE IN MONTHS,REGULAR SERVICE INTERVAL IN KM,REGULAR SERVICE INTERVAL IN MONTHS,DEALER NAME,STATE,SELLER TYPE,STOCK NO,LOCATION,VEHICLE FEATURES,POWER TO WEIGHT RATIO,ACCELERATION 0-100KM/H,MAXIMUM SPEED,RON RATING,FUEL AVERAGE DISTANCE,FUEL MAXIMUM DISTANCE,FUEL MINIMUM DISTANCE,EMISSION STANDART,TURNING CIRCLE BETWEEN KERBS,GROUND CLEARANCE,BOOT / LOAD SPACE MAX (L),BOOT / LOAD SPACE MIN (L),MAXIMUM TOWBALL DOWNLOAD,WARRANTY CUSTOMER ASSISTANCE,COUNTRY OF ORIGIN,LAUNCH YEAR,LAUNCH MONTH,GENERATION NAME,MODEL YEAR,P PLATE STATUS,BUILD DATE,COMPLIANCE DATE,INTERIOR COND,CARPET COND,TRIM COND,BODY COND,SEAT COND,PAINT COND,BRAKE COND,PAINT COND,MECHANICAL COND,RUST COND,MOTOR CONDITION,CLUTCH,GEARBOX,OVERALL CONDITION RATING,NOTES,DIFFERENTIAL,STEERING,BRAKES,RATTLES,WINDSCREEN,BATTERY
ANCAP Rating,,Body Type,CO² Emissions,Capacity,Class,Colour,,Cylinders,Doors,Drive Type,Engine,,Fuel Economy (City),Fuel Economy (Combined),Fuel Economy (Highway),Fuel Type,Gearbox,Gears,Green Star Rating,Greenhouse Rating,Induction Type,,,,Model,Odometer,Price,Reg,Reg Expiry,,Seats,Towing Capacity (braked),Transmission,VIN,Vehicle,Year,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
